Artist,Subgenre
Math The Band,"['geek rock', 'nintendocore', 'rhode island indie', 'synth punk']"
Math and Physics Club,"['c86', 'seattle indie', 'tape club', 'twee pop']"
Mathaius Young,['indiana hip hop']
Mathame,['italian techno']
Mathan,"['malaysian tamil pop', 'malaysian tamil rap', 'tamil hip hop', 'tamil pop']"
Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']"
Matheus Marcolino,['sertanejo pop']
Matheus Neves & Renato,['sertanejo pop']
Matheusinho,['pagode novo']
Mathew Jonson,"['german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'techno']"
Mathew Joseph,['instrumental acoustic guitar']
Mathew T John,['malayalam worship']
Mathew V,['canadian electropop']
Mathias Edenborn,['german show tunes']
Mathias.,['sad rap']
Mathieu Koss,['new french touch']
Mathilda Homer,['british soul']
Mati Gómez,['urbano latino']
Matilda Mann,['british singer-songwriter']
Matisse,"['latin arena pop', 'latin pop', 'mexican pop']"
Matisse & Sadko,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm', 'sky room']"
Matisyahu,['reggae fusion']
Mato Seco,"['brazilian hip hop', 'brazilian reggae']"
Matogrosso & Mathias,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']"
Matoma,"['pop dance', 'tropical house']"
Matooma,['ambient']
Matrix & Futurebound,['drum and bass']
Matroda,"['bass house', 'electro house']"
Mats Bergström,['chill guitar']
Matsuko Mawatari,['classic j-pop']
Matsuri,['japanese teen pop']
Matsushita,"['anime rock', 'vocaloid']"
Matt & The Peabody Ducks,"['neo-rockabilly', 'spanish rockabilly']"
Matt Andersen,"['canadian blues', 'canadian folk', 'canadian singer-songwriter']"
Matt Borghi,"['ambient guitar', 'deep ambient', 'drift']"
Matt Braunger,"['comedy', 'deep comedy', 'new comedy']"
Matt Bukovski,"['progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
Matt Cameron,"['grunge', 'rock drums']"
Matt Combs,['bluegrass fiddle']
Matt Darey,"['trance', 'uplifting trance']"
Matt Dubb,['jewish pop']
Matt Duke,['acoustic pop']
Matt Fax,"['progressive house', 'progressive trance']"
Matt Flinner,"['classical mandolin', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']"
Matt Frewer,"[""children's story""]"
Matt Hansen,['gen z singer-songwriter']
Matt Harp,['acoustic guitar cover']
Matt Hartke,['pop folk']
Matt Hires,"['acoustic pop', 'tampa indie']"
Matt Holubowski,"['canadian folk', 'indie quebecois']"
Matt Jam Lamont,['uk garage']
Matt Johnson,['acoustic cover']
Matt Kirshen,"['british comedy', 'deep comedy']"
Matt Lang,['canadian contemporary country']
Matt Lange,"['progressive house', 'progressive trance house']"
Matt Maeson,['pov: indie']
Matt Maher,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
Matt Maltese,"['indie anthem-folk', 'indie pop', 'pov: indie']"
Matt Mason,"['modern country pop', 'modern country rock']"
Matt Mays,"['canadian indie', 'canadian singer-songwriter', 'halifax indie']"
Matt McCarthy,"['deep comedy', 'new comedy']"
Matt Minglewood,"['canadian blues', 'canadian country', 'canadian singer-songwriter']"
Matt Minimal,"['deep minimal techno', 'hard minimal techno']"
Matt Moore,['christian hard rock']
Matt Mus,['german dark minimal techno']
Matt Nash,['progressive electro house']
Matt Nathanson,"['acoustic pop', 'neo mellow']"
Matt Pavich,"['deep comedy', 'new comedy']"
Matt Pless,"['acoustic punk', 'folk punk']"
Matt Redman,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Matt Sassari,"['french tech house', 'french techno']"
Matt Schuster,['modern country pop']
Matt Simons,['neo-singer-songwriter']
Matt Skelton,['contemporary vocal jazz']
Matt Skiba,"['acoustic punk', 'chicago punk']"
Matt Stell,"['arkansas country', 'contemporary country', 'country pop']"
Matt Stewart-Evans,"['focus', 'neo-classical']"
Matt Wertz,"['acoustic pop', 'neo mellow']"
Matt White,"['acoustic pop', 'neo mellow']"
Matt and Kim,"['brooklyn indie', 'indietronica', 'modern rock', 'shimmer pop']"
Mattafix,['reggae fusion']
Mattei & Omich,"['disco house', 'funky house']"
Matteo Carcassi,"['classical guitar', 'italian romanticism']"
Matteo Poker,"['deep minimal techno', 'hard minimal techno']"
Matteo Tura,['dark clubbing']
Matter,"['dark progressive house', 'deep progressive house', 'focus trance']"
Mattheis,['minimal melodic techno']
Matthew Barber,['canadian singer-songwriter']
Matthew Dear,"['experimental pop', 'microhouse', 'minimal techno']"
Matthew Halsall,"['contemporary jazz', 'german jazz', 'indie jazz', 'jazz brass', 'nu jazz', 'uk contemporary jazz']"
Matthew Harvey,['ambient guitar']
Matthew Heyer,['deep tropical house']
Matthew James Thomas,['show tunes']
Matthew Koma,['pop edm']
Matthew Labarge,['new age piano']
Matthew Lee,['italian rockabilly']
Matthew Mayer,"['neo-classical', 'new age piano']"
Matthew Mayfield,['acoustic pop']
Matthew Morrison,"['hollywood', 'show tunes']"
Matthew Perryman Jones,['acoustic pop']
Matthew Sweet,"['jangle pop', 'laboratorio', 'power pop', 'underground power pop']"
Matthew Tavis Johnson,['new age piano']
Matthew West,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Matthews' Southern Comfort,"['british folk', 'classic uk pop']"
Matthias Distel,['partyschlager']
Matthias Kirschnereit,['german classical piano']
Matthias Tanzmann,"['german house', 'german techno', 'leipzig electronic', 'minimal techno']"
Matthias Veit,['german classical piano']
Mattia Vlad Morleo,['neo-classical']
Mattias Krantz,['acoustic guitar cover']
Mattias Schulstad,['classical guitar']
Matty Valentino,['partyschlager']
Matusa,['partyschlager']
Matvey Emerson,['groove room']
Matzic,"['hardstyle', 'rawstyle']"
Matzka,"['mandopop', 'taiwan pop', 'taiwanese indigenous']"
Mau y Ricky,"['latin pop', 'pop venezolano', 'reggaeton', 'urbano latino']"
Maude Latour,"['alt z', 'indie pop', 'nyc pop']"
Maul,['gym hardstyle']
Maura Bellucci,['background piano']
Mauren Mendo,['anime latino']
Maurette Brown Clark,['gospel']
Maurice Haase,['partyschlager']
Maurice Joshua,"['acid house', 'chicago house', 'classic house']"
Maurice Ravel,"['classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
Maurice West,"['dutch house', 'electro house', 'progressive electro house', 'sky room']"
Mauricio & Mauri,"['sertanejo', 'sertanejo universitario']"
Mauricio Cury,['brazilian house']
Mauricio Galbardi,['chill guitar']
Mauricio Hernandez Monterrubio,['chill guitar']
Mauricio Silva,['salsa venezolana']
Maurizio,"['dub techno', 'intelligent dance music', 'microhouse', 'minimal techno', 'techno']"
Maurizio Braccagni,['deep hardcore']
Maurizio Pollini,"['classical performance', 'classical piano', 'italian classical piano']"
Mauro Castillo,"['modern salsa', 'movie tunes', 'salsa colombiana']"
Mauro Diniz,"['pagode', 'samba', 'samba moderno', 'samba-enredo']"
Mauro Giuliani,"['classical era', 'classical guitar', 'early romantic era', 'italian romanticism']"
Mauro Picotto,"['bubble trance', 'hard house', 'italian trance', 'italo dance', 'trance']"
Maury Buchala,['piano mpb']
Maurício & Eduardo,['sertanejo pop']
Maurício Manieri,"['axe', 'pagode', 'pop rock brasileiro']"
Maurício Pereira,"['deep brazilian pop', 'nova mpb']"
Mauvais Roger,['background piano']
Mavado,"['dancehall', 'jamaican dancehall', 'reggae fusion']"
Mavi Gri,"['turkish alt pop', 'turkish rock']"
Mavi Işıklar,"['anadolu rock', 'turkish psych', 'turkish rock']"
Mavins,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']"
Mavis Fan,"['chinese indie', 'mandopop']"
Mavis Hee,"['classic mandopop', 'mandopop', 'singaporean mandopop', 'singaporean pop']"
Max & Ruby,"[""children's music"", 'kindie rock']"
Max Bett,"['deep minimal techno', 'hard minimal techno']"
Max Boyce,['british comedy']
Max Brhon,['dark clubbing']
Max Bruch,"['classical', 'german romanticism', 'late romantic era']"
Max Bygraves,['british comedy']
Max Casella,['show tunes']
Max Cooper,"['electronica', 'microhouse', 'minimal melodic techno', 'minimal techno', 'modular synth']"
Max Corbacho,"['deep ambient', 'drift', 'space ambient']"
Max Cue,"['belgian techno', 'minimal melodic techno']"
Max Emanuel Cenčić,"['classical countertenor', 'opera']"
Max Enforcer,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']"
Max Fail,['hamburg electronic']
Max Giesinger,"['german pop', 'german pop rock']"
Max Graham,"['deep uplifting trance', 'progressive house', 'trance', 'uplifting trance']"
Max Lyazgin,['groove room']
Max Manie,"['deep tropical house', 'tropical house']"
Max Moura & Cristiano,['sertanejo pop']
Max Reger,"['early modern classical', 'german romanticism', 'post-romantic era']"
Max Richter,"['compositional ambient', 'post-minimalism']"
Max Romeo,"['reggae', 'roots reggae']"
Max Torres,['salsa']
Max Vangeli,['progressive electro house']
Max de Castro,['sambass']
Max e Luan,['sertanejo pop']
Maxence Cyrin,['compositional ambient']
Maxi Priest,"['lovers rock', 'reggae', 'reggae fusion']"
Maxim Kurtys,['groove room']
Maximillian,['gen z singer-songwriter']
Maximo Diego Pujol,"['classical guitar', 'guitarra argentina', 'latin classical']"
Maximo Park,"['britpop', 'newcastle indie', 'scottish rock']"
Maximum Love,['chillsynth']
Maximus Wel,"['r&b en espanol', 'reggaeton', 'reggaeton flow', 'trap latino']"
Maxine Brown,"['classic soul', 'motown', 'rhythm and blues', 'southern soul']"
Maxiolly,['urbano latino']
Maxo,"['chill abstract hip hop', 'experimental hip hop']"
Maxter,['gym hardstyle']
Maxwell,['german hip hop']
Maxwell D,"['uk dancehall', 'uk funky']"
Maxwell Young,['chillhop']
Maxx,"['bubble trance', 'eurodance', 'german techno', 'hip house']"
May D,"['afrobeats', 'afropop', 'nigerian pop']"
May of Sorrow,['ukrainian metalcore']
May'n,['anime']
MayD,['afrobeats']
Maya Badian,['romanian contemporary classical']
Maya Hakvoort,['german show tunes']
Maya Hawke,['indie pop']
Maya Jane Coles,"['deep disco house', 'deep house', 'electra', 'house', 'microhouse', 'minimal tech house', 'minimal techno', 'uk house']"
Maya Kristalinskaya,"['classic russian pop', 'russian romance']"
Maya Åström,['background piano']
Mayara Prado,['sertanejo pop']
Maybelle Carter,['bluegrass gospel']
Maybeshewill,"['british post-rock', 'instrumental post-rock', 'post-rock']"
Mayck & Lyan,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']"
Maycol Riddim,['dancehall colombiano']
Maycon e Vinicius,['sertanejo pop']
Mayday,"['mandopop', 'taiwan pop']"
Mayday Parade,"['neon pop punk', 'pop punk']"
Mayer Hawthorne,"['funk', 'pop soul']"
Mayfield,"['melodic hardcore', 'melodic metalcore']"
Maygen Lacey,['acoustic cover']
Mayhammer,['swedish heavy metal']
Mayhem,"['black metal', 'metal', 'norwegian black metal']"
Mayke & Rodrigo,['sertanejo pop']
Maykel Blanco Y Su Salsa Mayor,"['modern salsa', 'salsa cubana', 'timba']"
Maykow & Bruno,['sertanejo pop']
Mayorkun,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']"
Mayte Gaos,['mexican rock-and-roll']
Mayu Watanabe,"['48g', 'j-idol']"
Maz Jobrani,['clean comedy']
Mazapán,"['cancion infantil latinoamericana', 'musica para ninos']"
Mazare,"['dancefloor dnb', 'melodic dubstep']"
Maze,"['funk', 'neo soul', 'quiet storm', 'soul', 'urban contemporary']"
Mazhar Alanson,"['turkish pop', 'turkish rock']"
Mazhar Ve Fuat,"['anadolu rock', 'turkish psych']"
Mazlum Çimen,['turkish folk']
Maía,"['colombian pop', 'salsa colombiana']"
Maíra Freitas,['samba moderno']
Maîtrise de Radio France,"[""children's choir""]"
Mbira DzeNharira,"['mbira', 'zim urban groove']"
Mc Carol,"['funk carioca', 'pop lgbtq+ brasileira', 'rap feminino nacional']"
Mc Danny,['rave funk']
Mc Davi,"['funk carioca', 'funk paulista']"
Mc Delux,"['funk mandelao', 'funk mtg', 'phonk brasileiro']"
Mc Don Juan,"['arrocha', 'batidao romantico', 'funk carioca', 'funk paulista']"
Mc Frog,"['funk bh', 'funk mandelao', 'funk mtg', 'funk viral']"
Mc Gabzin,['funk mtg']
Mc Gw,"['funk carioca', 'funk mtg', 'funk paulista', 'funk rj']"
Mc IG,"['funk carioca', 'funk consciente', 'funk mtg', 'funk paulista']"
Mc Jacaré,"['arrochadeira', 'deboxe', 'funk 150 bpm', 'funk mtg', 'funk rj', 'trap funk']"
Mc Kevin,"['funk carioca', 'funk ostentacao', 'funk paulista']"
Mc Kresha,"['albanian hip hop', 'albanian pop', 'kosovan pop']"
Mc Lipi,"['funk consciente', 'funk paulista']"
Mc Livinho,"['funk carioca', 'funk paulista', 'funk rj', 'sertanejo universitario']"
Mc Magrinho,"['funk carioca', 'funk mtg', 'funk ostentacao']"
Mc Mr. Bim,"['funk mtg', 'pagode baiano']"
Mc Nasrani,['malayalam hip hop']
Mc Paiva ZS,"['funk carioca', 'funk rj']"
Mc Pedrinho,"['funk carioca', 'funk mtg', 'funk paulista']"
Mc Poze do Rodo,['funk carioca']
Mc RF,['funk rj']
Mc Rd,"['deboxe', 'funk mtg', 'funk rj', 'rave funk']"
Mc Rodrigo do CN,['funk mtg']
Mc Sapao,"['axe', 'funk carioca', 'funk das antigas', 'funk melody', 'pagode']"
Mc Th,"['deboxe', 'funk carioca', 'funk mtg', 'funk ostentacao', 'funk rj']"
Mc Tha,"['nova mpb', 'pop lgbtq+ brasileira']"
Mc Vuk Vuk,['funk mtg']
McAuley Schenker Group,"['german hard rock', 'glam metal', 'hard rock']"
McCafferty,"['alternative emo', 'pov: indie']"
McCarthy,"['c86', 'tape club']"
McCoy Tyner,"['contemporary post-bop', 'jazz', 'jazz piano']"
McFadden & Whitehead,"['classic soul', 'disco', 'philly soul', 'post-disco']"
McGwire,['anime rap']
McRackins,"['canadian pop punk', 'canadian punk', 'power-pop punk', 'vancouver punk']"
Mclusky,"['noise rock', 'post-hardcore', 'uk noise rock', 'welsh rock']"
Mdou Moctar,"['desert blues', 'musique nigerienne', 'tuareg guitar']"
Me And That Man,['gothic americana']
Me First and the Gimme Gimmes,"['punk', 'ska', 'ska punk', 'skate punk']"
Me and My Friends,['afrobeat fusion']
Me leva pra casa,['pagode novo']
Meadowpoints,['background jazz']
Meadows,"['orebro indie', 'swedish indie folk', 'swedish singer-songwriter']"
Meagashira,"['dark hardcore', 'doomcore', 'gabba', 'happy hardcore', 'industrial hardcore']"
Mean Jeans,"['garage pop', 'garage punk', 'indie punk', 'orgcore', 'portland punk', 'power-pop punk']"
Meat Beat Manifesto,"['acid house', 'british industrial', 'industrial', 'industrial hip hop', 'industrial rock', 'intelligent dance music', 'trip hop']"
Meat Katie,"['breakbeat', 'nu skool breaks']"
Meat Loaf,['album rock']
Meat Puppets,"['alternative rock', 'cowpunk', 'grunge']"
Meatbodies,"['garage pop', 'indie garage rock', 'neo-psychedelic']"
Meca,['brazilian edm']
Mecano,"['cantautor', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']"
Mechatok,"['deconstructed club', 'drain', 'grimewave', 'hyperpop']"
Mechina,"['cyber metal', 'electronic djent', 'sci-fi metal', 'symphonic death metal', 'symphonic deathcore']"
Meddy,"['azontobeats', 'kenyan pop', 'rwandan pop']"
Meden Agan,"['fallen angel', 'greek metal', 'opera metal', 'symphonic power metal']"
"Medeski, Martin & Wood","['instrumental funk', 'jam band', 'jazz organ', 'jazz trio', 'modern jazz trio']"
Medina,"['swedish dancehall', 'swedish eurodance', 'swedish hip hop', 'swedish pop']"
Meditación Maestro,"['musica de fondo', 'world meditation']"
Meditación Música Ambiente,"['musica de fondo', 'world meditation']"
Meditation Rain Sounds,['environmental']
Medkit,['abstract idm']
Medwyn Goodall,"['healing', 'new age']"
Mee Wee,['kids hip hop']
Meeia Foo,"['malaysian mandopop', 'mandopop', 'taiwan pop']"
Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
MeerFly,"['malay rap', 'malaysian hip hop']"
Mees Salomé,['deep techno']
Meet Bros Anjjan,"['desi pop', 'filmi', 'modern bollywood']"
Meet Bros.,"['desi pop', 'filmi', 'modern bollywood']"
Meet Me @ The Altar,"['black punk', 'diy emo', 'indie punk', 'pixie', 'pop punk']"
Meet Uncle Hussain,"['malaysian indie', 'malaysian pop']"
Meeting Molly,['progressive trance house']
Mefjus,"['austrian dnb', 'drum and bass', 'liquid funk', 'neurofunk', 'neurostep']"
Meg Birch,"['acoustic cover', 'jazz cover']"
Meg Lee Chin,['industrial rock']
Mega (Punk Rock),['deep power-pop punk']
Mega Banton,['old school dancehall']
Mega Sexxx,"['latin hip hop', 'reggaeton flow']"
Mega Shinnosuke,"['japanese alternative rock', 'japanese singer-songwriter']"
MegaPark Allstars,['partyschlager']
Megadeth,"['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']"
Megadriver,"['brazilian heavy metal', 'scorecore']"
Megalodon,"['brostep', 'deathstep', 'dubstep', 'filthstep']"
Megan Davies,['acoustic cover']
Megan McKenna,['british country']
Megan Moroney,['modern country pop']
Megan Thee Stallion,"['houston rap', 'pop', 'rap', 'trap queen']"
Meganoidi,"['italian alternative', 'italian ska']"
Megaraptor,['finnish heavy metal']
Meghan Patrick,"['canadian contemporary country', 'country pop']"
Meghan Trainor,"['hip pop', 'pop']"
Meghdhanush,"['gujarati garba', 'indian folk']"
Megumi Hayashibara,['anime']
Mehdi,['new age']
Mehdi Hassan,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']"
Mehdi Jalali,['iranian experimental']
Mehdi Khayami,['iranian experimental']
Mehmet Erdem,"['turkish pop', 'turkish rock']"
Mehmet F. Nalıncı,['turkish instrumental']
Mehmet Güreli,"['turkish jazz', 'turkish rock']"
Mehro,['persian sad rap']
Mehyad,['persian sad rap']
Meiko,['acoustic pop']
Meine Meinung,['anime score']
Meirelles E Os Copa 5,"['brazilian jazz', 'samba-jazz']"
Meisa Kuroki,['j-idol']
